 %[acid] (cm^-3)         [DMA] (ppt)               T (K)            CS (1/s)       J (cm^-3s^-1)
     3.16228E+06         3.16228E+04         2.00000E+02         1.00000E-01         5.70630E-16
     3.16228E+06         1.00000E+05         2.00000E+02         1.00000E-01         5.82000E-14
     3.16228E+06         3.16228E+05         2.00000E+02         1.00000E-01         6.17457E-12
     3.16228E+06         1.00000E+06         2.00000E+02         1.00000E-01         7.24730E-10
     3.16228E+06         3.16228E+06         2.00000E+02         1.00000E-01         1.01923E-07
     3.16228E+06         1.00000E+07         2.00000E+02         1.00000E-01         1.60239E-05
     3.16228E+06         3.16228E+07         2.00000E+02         1.00000E-01         1.79289E-03
     3.16228E+06         1.00000E+08         2.00000E+02         1.00000E-01         6.07514E-02
     3.16228E+06         3.16228E+08         2.00000E+02         1.00000E-01         3.27866E-01
     3.16228E+06         1.00000E+09         2.00000E+02         1.00000E-01         5.22084E-01
     1.00000E+07         1.00000E+04         2.00000E+02         1.00000E-01         1.58268E-15
     1.00000E+07         3.16228E+04         2.00000E+02         1.00000E-01         1.58471E-13
     1.00000E+07         1.00000E+05         2.00000E+02         1.00000E-01         1.59111E-11
     1.00000E+07         3.16228E+05         2.00000E+02         1.00000E-01         1.61101E-09
     1.00000E+07         1.00000E+06         2.00000E+02         1.00000E-01         1.67059E-07
     1.00000E+07         3.16228E+06         2.00000E+02         1.00000E-01         1.82818E-05
     1.00000E+07         1.00000E+07         2.00000E+02         1.00000E-01         2.09031E-03
     1.00000E+07         3.16228E+07         2.00000E+02         1.00000E-01         1.86173E-01
     1.00000E+07         1.00000E+08         2.00000E+02         1.00000E-01         5.76385E+00
     1.00000E+07         3.16228E+08         2.00000E+02         1.00000E-01         3.07749E+01
     1.00000E+07         1.00000E+09         2.00000E+02         1.00000E-01         4.91837E+01
     3.16228E+07         1.00000E+04         2.00000E+02         1.00000E-01         3.48127E-13
     3.16228E+07         3.16228E+04         2.00000E+02         1.00000E-01         3.48021E-11
     3.16228E+07         1.00000E+05         2.00000E+02         1.00000E-01         3.47683E-09
     3.16228E+07         3.16228E+05         2.00000E+02         1.00000E-01         3.46612E-07
     3.16228E+07         1.00000E+06         2.00000E+02         1.00000E-01         3.43184E-05
     3.16228E+07         3.16228E+06         2.00000E+02         1.00000E-01         3.32019E-03
     3.16228E+07         1.00000E+07         2.00000E+02         1.00000E-01         2.95262E-01
     3.16228E+07         3.16228E+07         2.00000E+02         1.00000E-01         1.91662E+01
     3.16228E+07         1.00000E+08         2.00000E+02         1.00000E-01         4.87207E+02
     3.16228E+07         3.16228E+08         2.00000E+02         1.00000E-01         2.52220E+03
     3.16228E+07         1.00000E+09         2.00000E+02         1.00000E-01         4.07451E+03
     1.00000E+08         1.00000E+04         2.00000E+02         1.00000E-01         4.39485E-11
     1.00000E+08         3.16228E+04         2.00000E+02         1.00000E-01         4.39116E-09
     1.00000E+08         1.00000E+05         2.00000E+02         1.00000E-01         4.37955E-07
     1.00000E+08         3.16228E+05         2.00000E+02         1.00000E-01         4.34308E-05
     1.00000E+08         1.00000E+06         2.00000E+02         1.00000E-01         4.23022E-03
     1.00000E+08         3.16228E+06         2.00000E+02         1.00000E-01         3.89671E-01
     1.00000E+08         1.00000E+07         2.00000E+02         1.00000E-01         3.03769E+01
     1.00000E+08         3.16228E+07         2.00000E+02         1.00000E-01         1.50935E+03
     1.00000E+08         1.00000E+08         2.00000E+02         1.00000E-01         2.87037E+04
     1.00000E+08         3.16228E+08         2.00000E+02         1.00000E-01         1.38649E+05
     1.00000E+08         1.00000E+09         2.00000E+02         1.00000E-01         2.31270E+05
     3.16228E+08         1.00000E+04         2.00000E+02         1.00000E-01         3.24375E-09
     3.16228E+08         3.16228E+04         2.00000E+02         1.00000E-01         3.23859E-07
     3.16228E+08         1.00000E+05         2.00000E+02         1.00000E-01         3.22233E-05
     3.16228E+08         3.16228E+05         2.00000E+02         1.00000E-01         3.17161E-03
     3.16228E+08         1.00000E+06         2.00000E+02         1.00000E-01         3.01797E-01
     3.16228E+08         3.16228E+06         2.00000E+02         1.00000E-01         2.59199E+01
     3.16228E+08         1.00000E+07         2.00000E+02         1.00000E-01         1.67184E+03
     3.16228E+08         3.16228E+07         2.00000E+02         1.00000E-01         5.64765E+04
     3.16228E+08         1.00000E+08         2.00000E+02         1.00000E-01         7.15385E+05
     3.16228E+08         3.16228E+08         2.00000E+02         1.00000E-01         3.25869E+06
     3.16228E+08         1.00000E+09         2.00000E+02         1.00000E-01         6.12678E+06
     1.00000E+09         1.00000E+04         2.00000E+02         1.00000E-01         2.73629E-07
     1.00000E+09         3.16228E+04         2.00000E+02         1.00000E-01         2.72426E-05
     1.00000E+09         1.00000E+05         2.00000E+02         1.00000E-01         2.68666E-03
     1.00000E+09         3.16228E+05         2.00000E+02         1.00000E-01         2.57219E-01
     1.00000E+09         1.00000E+06         2.00000E+02         1.00000E-01         2.25014E+01
     1.00000E+09         3.16228E+06         2.00000E+02         1.00000E-01         1.52627E+03
     1.00000E+09         1.00000E+07         2.00000E+02         1.00000E-01         5.77397E+04
     1.00000E+09         3.16228E+07         2.00000E+02         1.00000E-01         9.11181E+05
     1.00000E+09         1.00000E+08         2.00000E+02         1.00000E-01         6.66294E+06
     1.00000E+09         3.16228E+08         2.00000E+02         1.00000E-01         2.86479E+07
     1.00000E+09         1.00000E+09         2.00000E+02         1.00000E-01         7.24408E+07
     3.16228E+09         1.00000E+04         2.00000E+02         1.00000E-01         2.54772E-05
     3.16228E+09         3.16228E+04         2.00000E+02         1.00000E-01         2.51351E-03
     3.16228E+09         1.00000E+05         2.00000E+02         1.00000E-01         2.40927E-01
     3.16228E+09         3.16228E+05         2.00000E+02         1.00000E-01         2.11512E+01
     3.16228E+09         1.00000E+06         2.00000E+02         1.00000E-01         1.44861E+03
     3.16228E+09         3.16228E+06         2.00000E+02         1.00000E-01         5.59528E+04
     3.16228E+09         1.00000E+07         2.00000E+02         1.00000E-01         9.13142E+05
     3.16228E+09         3.16228E+07         2.00000E+02         1.00000E-01         7.09000E+06
     3.16228E+09         1.00000E+08         2.00000E+02         1.00000E-01         3.54567E+07
     3.16228E+09         3.16228E+08         2.00000E+02         1.00000E-01         1.37766E+08
     3.16228E+09         1.00000E+09         2.00000E+02         1.00000E-01         4.32440E+08
     1.00000E+04         1.00000E+04         2.00000E+02         2.00000E-01         3.21624E-32
     1.00000E+04         3.16228E+04         2.00000E+02         2.00000E-01         6.85416E-30
     1.00000E+04         1.00000E+05         2.00000E+02         2.00000E-01         1.83343E-27
     1.00000E+04         3.16228E+05         2.00000E+02         2.00000E-01         5.43991E-25
     1.00000E+04         1.00000E+06         2.00000E+02         2.00000E-01         1.66090E-22
     1.00000E+04         3.16228E+06         2.00000E+02         2.00000E-01         4.96657E-20
     1.00000E+04         1.00000E+07         2.00000E+02         2.00000E-01         1.34248E-17
     1.00000E+04         3.16228E+07         2.00000E+02         2.00000E-01         2.65657E-15
     1.00000E+04         1.00000E+08         2.00000E+02         2.00000E-01         2.29608E-13
     1.00000E+04         3.16228E+08         2.00000E+02         2.00000E-01         3.88075E-12
     1.00000E+04         1.00000E+09         2.00000E+02         2.00000E-01         1.11845E-11
     3.16228E+04         1.00000E+04         2.00000E+02         2.00000E-01         6.52791E-30
     3.16228E+04         3.16228E+04         2.00000E+02         2.00000E-01         1.01633E-27
     3.16228E+04         1.00000E+05         2.00000E+02         2.00000E-01         2.16354E-25
     3.16228E+04         3.16228E+05         2.00000E+02         2.00000E-01         5.76748E-23
     3.16228E+04         1.00000E+06         2.00000E+02         2.00000E-01         1.69287E-20
     3.16228E+04         3.16228E+06         2.00000E+02         2.00000E-01         4.99616E-18
     3.16228E+04         1.00000E+07         2.00000E+02         2.00000E-01         1.34479E-15
     3.16228E+04         3.16228E+07         2.00000E+02         2.00000E-01         2.65760E-13
     3.16228E+04         1.00000E+08         2.00000E+02         2.00000E-01         2.29606E-11
     3.16228E+04         3.16228E+08         2.00000E+02         2.00000E-01         3.88037E-10
     3.16228E+04         1.00000E+09         2.00000E+02         2.00000E-01         1.11834E-09
     1.00000E+05         1.00000E+04         2.00000E+02         2.00000E-01         1.69916E-27
     1.00000E+05         3.16228E+04         2.00000E+02         2.00000E-01         2.06189E-25
     1.00000E+05         1.00000E+05         2.00000E+02         2.00000E-01         3.20655E-23
     1.00000E+05         3.16228E+05         2.00000E+02         2.00000E-01         6.80248E-21
     1.00000E+05         1.00000E+06         2.00000E+02         2.00000E-01         1.79387E-18
     1.00000E+05         3.16228E+06         2.00000E+02         2.00000E-01         5.08966E-16
     1.00000E+05         1.00000E+07         2.00000E+02         2.00000E-01         1.35210E-13
     1.00000E+05         3.16228E+07         2.00000E+02         2.00000E-01         2.66087E-11
     1.00000E+05         1.00000E+08         2.00000E+02         2.00000E-01         2.29597E-09
     1.00000E+05         3.16228E+08         2.00000E+02         2.00000E-01         3.87915E-08
     1.00000E+05         1.00000E+09         2.00000E+02         2.00000E-01         1.11799E-07
     3.16228E+05         1.00000E+04         2.00000E+02         2.00000E-01         4.99934E-25
     3.16228E+05         3.16228E+04         2.00000E+02         2.00000E-01         5.35952E-23
     3.16228E+05         1.00000E+05         2.00000E+02         2.00000E-01         6.49615E-21
     3.16228E+05         3.16228E+05         2.00000E+02         2.00000E-01         1.00668E-18
     3.16228E+05         1.00000E+06         2.00000E+02         2.00000E-01         2.11243E-16
     3.16228E+05         3.16228E+06         2.00000E+02         2.00000E-01         5.38452E-14
     3.16228E+05         1.00000E+07         2.00000E+02         2.00000E-01         1.37516E-11
     3.16228E+05         3.16228E+07         2.00000E+02         2.00000E-01         2.67118E-09
     3.16228E+05         1.00000E+08         2.00000E+02         2.00000E-01         2.29571E-07
     3.16228E+05         3.16228E+08         2.00000E+02         2.00000E-01         3.87530E-06
     3.16228E+05         1.00000E+09         2.00000E+02         2.00000E-01         1.11690E-05
     1.00000E+06         1.00000E+04         2.00000E+02         2.00000E-01         1.53486E-22
     1.00000E+06         3.16228E+04         2.00000E+02         2.00000E-01         1.57008E-20
     1.00000E+06         1.00000E+05         2.00000E+02         2.00000E-01         1.68122E-18
     1.00000E+06         3.16228E+05         2.00000E+02         2.00000E-01         2.03036E-16
